,Label,FileName,Score,left,top,Width,Height
732,redWhistle,MC2-Image-Data/Person32/Person32_9.jpg,0.35958,1259,730,1715,1338
733,sign,MC2-Image-Data/Person32/Person32_9.jpg,0.44601999999999997,2007,608,1824,3053
734,lavenderDie,MC2-Image-Data/Person32/Person32_9.jpg,0.40291,1843,888,548,548
735,canadaPencil,MC2-Image-Data/Person32/Person32_4.jpg,0.28761,1478,280,2901,2749
736,cloudSign,MC2-Image-Data/Person32/Person32_4.jpg,0.32776,347,13,2043,1569
737,cupcakePaper,MC2-Image-Data/Person32/Person32_4.jpg,0.29012,238,864,2280,2165
738,pinkCandle,MC2-Image-Data/Person32/Person32_4.jpg,0.45561999999999997,165,1423,858,1569
739,sign,MC2-Image-Data/Person32/Person32_4.jpg,0.49241999999999997,1441,13,1441,2238
740,lavenderDie,MC2-Image-Data/Person32/Person32_4.jpg,0.28669,4524,1387,694,584
741,pinkCandle,MC2-Image-Data/Person32/Person32_56.jpg,0.25318,1346,689,122,1215
742,cloudSign,MC2-Image-Data/Person32/Person32_42.jpg,0.28489000000000003,1879,1666,1277,1581
743,cupcakePaper,MC2-Image-Data/Person32/Person32_42.jpg,0.30989,3028,1058,2153,2287
744,sign,MC2-Image-Data/Person32/Person32_42.jpg,0.66287,967,13,1587,2408
745,cloudSign,MC2-Image-Data/Person32/Person32_43.jpg,0.25872,3922,1362,1131,1095
746,eyeball,MC2-Image-Data/Person32/Person32_43.jpg,0.41931999999999997,4232,1326,1259,694
747,pinkCandle,MC2-Image-Data/Person32/Person32_43.jpg,0.31622,3393,2141,657,1192
748,eyeball,MC2-Image-Data/Person32/Person32_5.jpg,0.35707,1186,2031,1168,912
749,pinkCandle,MC2-Image-Data/Person32/Person32_5.jpg,0.37706,3120,1581,384,1253
750,pumpkinNotes,MC2-Image-Data/Person32/Person32_5.jpg,0.26443,19,329,2262,2214
751,blueSunglasses,MC2-Image-Data/Person32/Person32_5.jpg,0.30259,2025,1399,1788,536
752,hairClip,MC2-Image-Data/Person32/Person32_5.jpg,0.42776000000000003,2463,949,1679,1533
753,birdCall,MC2-Image-Data/Person32/Person32_7.jpg,0.35462,3047,183,2135,2493
754,cloudSign,MC2-Image-Data/Person32/Person32_7.jpg,0.47989,1241,1557,1752,1788
755,cupcakePaper,MC2-Image-Data/Person32/Person32_7.jpg,0.35197,1296,523,1733,1837
756,pumpkinNotes,MC2-Image-Data/Person32/Person32_7.jpg,0.39769,584,49,3138,2712
757,blueSunglasses,MC2-Image-Data/Person32/Person32_7.jpg,0.27081,3229,1435,1715,487
758,cupcakePaper,MC2-Image-Data/Person32/Person32_41.jpg,0.37442,2518,25,2408,2287
759,sign,MC2-Image-Data/Person32/Person32_41.jpg,0.5521,2208,13,1460,2165
760,birdCall,MC2-Image-Data/Person32/Person32_55.jpg,0.42478,1242,547,1863,1701
761,cloudSign,MC2-Image-Data/Person32/Person32_55.jpg,0.392,1822,1842,1269,1205
762,eyeball,MC2-Image-Data/Person32/Person32_55.jpg,0.34292,1633,2105,1039,820
763,metalKey,MC2-Image-Data/Person32/Person32_55.jpg,0.25911,540,1336,1539,1012
764,pinkCandle,MC2-Image-Data/Person32/Person32_55.jpg,0.27516,1417,668,338,1063
765,pumpkinNotes,MC2-Image-Data/Person32/Person32_55.jpg,0.62111,1093,334,2173,2541
766,blueSunglasses,MC2-Image-Data/Person32/Person32_55.jpg,0.39144,1147,810,2024,759
767,yellowBag,MC2-Image-Data/Person32/Person32_55.jpg,0.2907,1417,213,2092,2328
768,birdCall,MC2-Image-Data/Person32/Person32_54.jpg,0.28772,1336,2362,1033,1701
769,cloudSign,MC2-Image-Data/Person32/Person32_54.jpg,0.25759,375,2524,759,1525
770,birdCall,MC2-Image-Data/Person32/Person32_40.jpg,0.44167,1806,1071,2280,2262
771,cloudSign,MC2-Image-Data/Person32/Person32_40.jpg,0.41611000000000004,1715,1289,1569,1253
772,eyeball,MC2-Image-Data/Person32/Person32_40.jpg,0.36785,3047,1350,1296,718
773,partyFavor,MC2-Image-Data/Person32/Person32_40.jpg,0.25901,511,596,2445,1703
774,sign,MC2-Image-Data/Person32/Person32_40.jpg,0.44736000000000004,2062,13,985,2080
775,blueSunglasses,MC2-Image-Data/Person32/Person32_40.jpg,0.34501,1989,1289,1879,803
776,pumpkinNotes,MC2-Image-Data/Person32/Person32_6.jpg,0.29605,3028,13,2171,1703
777,sign,MC2-Image-Data/Person32/Person32_6.jpg,0.33132,949,2165,1642,1496
778,cloudSign,MC2-Image-Data/Person32/Person32_2.jpg,0.40309,1368,13,2317,1837
779,eyeball,MC2-Image-Data/Person32/Person32_2.jpg,0.3299,1752,2943,1660,572
780,pinkCandle,MC2-Image-Data/Person32/Person32_2.jpg,0.27847,2390,365,329,1046
781,pumpkinNotes,MC2-Image-Data/Person32/Person32_2.jpg,0.36583000000000004,1350,2104,3120,1557
782,trophy,MC2-Image-Data/Person32/Person32_2.jpg,0.27476999999999996,2226,1679,1405,1654
783,cloudSign,MC2-Image-Data/Person32/Person32_44.jpg,0.4856,858,1727,1788,1435
784,pinkCandle,MC2-Image-Data/Person32/Person32_44.jpg,0.28814,3831,37,529,1253
785,pumpkinNotes,MC2-Image-Data/Person32/Person32_44.jpg,0.255,2445,37,2536,1764
786,sign,MC2-Image-Data/Person32/Person32_44.jpg,0.58719,3101,475,1241,3186
787,blueSunglasses,MC2-Image-Data/Person32/Person32_44.jpg,0.25786,1022,1229,2262,937
788,hairClip,MC2-Image-Data/Person32/Person32_44.jpg,0.30695,2937,207,1606,1484
789,pumpkinNotes,MC2-Image-Data/Person32/Person32_50.jpg,0.67393,242,1842,1492,2205
790,blueSunglasses,MC2-Image-Data/Person32/Person32_50.jpg,0.2502,525,2500,888,457
791,pumpkinNotes,MC2-Image-Data/Person32/Person32_51.jpg,0.5281399999999999,363,1512,1855,1512
792,stickerBox,MC2-Image-Data/Person32/Person32_51.jpg,0.34715999999999997,740,1603,1076,1371
793,birdCall,MC2-Image-Data/Person32/Person32_45.jpg,0.26524000000000003,219,13,2280,1654
794,canadaPencil,MC2-Image-Data/Person32/Person32_45.jpg,0.33956,1916,536,3576,2226
795,cloudSign,MC2-Image-Data/Person32/Person32_45.jpg,0.3151,365,13,1204,1387
796,pinkCandle,MC2-Image-Data/Person32/Person32_45.jpg,0.264,347,840,493,1192
797,pumpkinNotes,MC2-Image-Data/Person32/Person32_45.jpg,0.38133,3393,1253,2098,2408
798,vancouverCards,MC2-Image-Data/Person32/Person32_45.jpg,0.26133,730,803,3594,2749
799,yellowBag,MC2-Image-Data/Person32/Person32_45.jpg,0.35388000000000003,3375,13,2116,2189
800,cupcakePaper,MC2-Image-Data/Person32/Person32_3.jpg,0.34731999999999996,19,657,1970,2080
801,eyeball,MC2-Image-Data/Person32/Person32_1.jpg,0.41426999999999997,1587,730,1058,876
802,pumpkinNotes,MC2-Image-Data/Person32/Person32_1.jpg,0.4836,1770,1058,2280,2299
803,yellowBag,MC2-Image-Data/Person32/Person32_1.jpg,0.4343,19,365,2353,2639
804,canadaPencil,MC2-Image-Data/Person32/Person32_47.jpg,0.40258,19,621,2864,2092
805,eyeball,MC2-Image-Data/Person32/Person32_47.jpg,0.28446,1441,548,1423,767
806,pinkCandle,MC2-Image-Data/Person32/Person32_47.jpg,0.39519,1916,232,456,1350
807,pumpkinNotes,MC2-Image-Data/Person32/Person32_47.jpg,0.33558000000000004,767,13,2736,1922
808,hairClip,MC2-Image-Data/Person32/Person32_47.jpg,0.76054,1441,268,1405,1350
809,lavenderDie,MC2-Image-Data/Person32/Person32_47.jpg,0.33854,1752,536,730,681
810,yellowBag,MC2-Image-Data/Person32/Person32_47.jpg,0.28926,19,13,2591,1496
811,sign,MC2-Image-Data/Person32/Person32_46.jpg,0.5249699999999999,1095,450,1314,2980
812,cloudSign,MC2-Image-Data/Person32/Person32_52.jpg,0.26469000000000004,162,457,736,1600
813,lavenderDie,MC2-Image-Data/Person32/Person32_52.jpg,0.28204,1200,2621,363,753
814,canadaPencil,MC2-Image-Data/Person32/Person32_35.jpg,0.25913,1223,219,4232,2323
815,sign,MC2-Image-Data/Person32/Person32_35.jpg,0.56655,2773,390,1916,3065
816,silverStraw,MC2-Image-Data/Person32/Person32_35.jpg,0.33562,1824,621,3667,2615
817,canadaPencil,MC2-Image-Data/Person32/Person32_21.jpg,0.27416,1788,171,2280,3490
818,pinkCandle,MC2-Image-Data/Person32/Person32_21.jpg,0.54565,2572,73,712,1180
819,sign,MC2-Image-Data/Person32/Person32_21.jpg,0.70765,2080,13,1697,2651
820,birdCall,MC2-Image-Data/Person32/Person32_20.jpg,0.5332399999999999,1022,718,3010,2457
821,pumpkinNotes,MC2-Image-Data/Person32/Person32_20.jpg,0.42491,1441,730,2244,2384
822,pinkCandle,MC2-Image-Data/Person32/Person32_34.jpg,0.32433,3849,1071,475,1253
823,sign,MC2-Image-Data/Person32/Person32_34.jpg,0.43846,3247,13,1697,3016
824,birdCall,MC2-Image-Data/Person32/Person32_22.jpg,0.52858,785,803,2025,1764
825,canadaPencil,MC2-Image-Data/Person32/Person32_22.jpg,0.39605,1241,1058,3430,1703
826,cloudSign,MC2-Image-Data/Person32/Person32_22.jpg,0.38254,1186,1119,1077,1630
827,eyeball,MC2-Image-Data/Person32/Person32_22.jpg,0.44014,1970,1338,1131,706
828,metalKey,MC2-Image-Data/Person32/Person32_22.jpg,0.59432,1332,1119,2408,1666
829,pinkCandle,MC2-Image-Data/Person32/Person32_22.jpg,0.31214000000000003,1788,1180,712,1581
830,pumpkinNotes,MC2-Image-Data/Person32/Person32_22.jpg,0.28123000000000004,493,730,2591,2457
831,sign,MC2-Image-Data/Person32/Person32_22.jpg,0.30931,894,645,894,3016
832,blueSunglasses,MC2-Image-Data/Person32/Person32_22.jpg,0.39182,1569,1472,1970,937
833,hairClip,MC2-Image-Data/Person32/Person32_22.jpg,0.50966,566,1095,1642,1776
834,cloudSign,MC2-Image-Data/Person32/Person32_36.jpg,0.26136,3904,13,1587,1460
835,pumpkinNotes,MC2-Image-Data/Person32/Person32_36.jpg,0.45826999999999996,1223,1679,2591,1983
836,yellowBag,MC2-Image-Data/Person32/Person32_36.jpg,0.37077,602,1557,3101,2104
837,birdCall,MC2-Image-Data/Person32/Person32_37.jpg,0.33411,2919,961,2353,2469
838,cloudSign,MC2-Image-Data/Person32/Person32_37.jpg,0.5100399999999999,2974,13,2226,1922
839,eyeball,MC2-Image-Data/Person32/Person32_37.jpg,0.30077,3357,1010,1423,888
840,partyFavor,MC2-Image-Data/Person32/Person32_37.jpg,0.29536999999999997,3010,13,2208,1679
841,sign,MC2-Image-Data/Person32/Person32_37.jpg,0.33947,2353,1265,1897,2396
842,hairClip,MC2-Image-Data/Person32/Person32_37.jpg,0.25385,2828,803,1715,1302
843,yellowBag,MC2-Image-Data/Person32/Person32_37.jpg,0.25106,19,13,2518,1873
844,birdCall,MC2-Image-Data/Person32/Person32_23.jpg,0.48818999999999996,1223,791,2627,2299
845,pumpkinNotes,MC2-Image-Data/Person32/Person32_23.jpg,0.78687,1168,572,2700,2712
846,trophy,MC2-Image-Data/Person32/Person32_23.jpg,0.39476,675,888,2955,2177
847,yellowBalloon,MC2-Image-Data/Person32/Person32_23.jpg,0.28176,1441,1034,2208,1837
848,birdCall,MC2-Image-Data/Person32/Person32_27.jpg,0.36077,3211,1958,2280,1703
849,cloudSign,MC2-Image-Data/Person32/Person32_27.jpg,0.37315,110,2408,1679,1253
850,cupcakePaper,MC2-Image-Data/Person32/Person32_27.jpg,0.27085,3557,1387,1934,2274
851,eyeball,MC2-Image-Data/Person32/Person32_27.jpg,0.34293,347,937,1241,1034
852,partyFavor,MC2-Image-Data/Person32/Person32_27.jpg,0.31984,3648,1764,1843,1897
853,pumpkinNotes,MC2-Image-Data/Person32/Person32_27.jpg,0.38076,19,1703,2299,1958
854,hairClip,MC2-Image-Data/Person32/Person32_27.jpg,0.37172,2554,1520,1533,1387
855,yellowBag,MC2-Image-Data/Person32/Person32_27.jpg,0.30639,3083,1046,2408,2615
856,pinkCandle,MC2-Image-Data/Person32/Person32_33.jpg,0.38383,4159,949,675,1533
857,sign,MC2-Image-Data/Person32/Person32_33.jpg,0.5018100000000001,3466,256,1296,2822
858,cloudSign,MC2-Image-Data/Person32/Person32_32.jpg,0.29474,292,1180,1314,1484
859,hairClip,MC2-Image-Data/Person32/Person32_32.jpg,0.25536,2244,961,1368,1496
860,pinkCandle,MC2-Image-Data/Person32/Person32_26.jpg,0.28726999999999997,3977,317,256,1192
861,sign,MC2-Image-Data/Person32/Person32_26.jpg,0.50922,566,13,1624,2226
862,yellowBag,MC2-Image-Data/Person32/Person32_26.jpg,0.33029000000000003,1150,13,3557,1958
863,birdCall,MC2-Image-Data/Person32/Person32_18.jpg,0.29569,2828,754,2572,2372
864,metalKey,MC2-Image-Data/Person32/Person32_18.jpg,0.26664,19,1520,1606,1375
865,pinkCandle,MC2-Image-Data/Person32/Person32_18.jpg,0.30393000000000003,347,1326,456,1289
866,redWhistle,MC2-Image-Data/Person32/Person32_18.jpg,0.2893,2463,1180,1679,2007
867,sign,MC2-Image-Data/Person32/Person32_18.jpg,0.29104,19,499,2098,2870
868,silverStraw,MC2-Image-Data/Person32/Person32_18.jpg,0.31193000000000004,73,450,2572,1910
869,blueSunglasses,MC2-Image-Data/Person32/Person32_18.jpg,0.30543000000000003,3010,1958,1387,450
870,lavenderDie,MC2-Image-Data/Person32/Person32_18.jpg,0.32938,712,1946,493,511
871,birdCall,MC2-Image-Data/Person32/Person32_30.jpg,0.43783,311,1788,2116,1873
872,cloudSign,MC2-Image-Data/Person32/Person32_30.jpg,0.31819000000000003,3083,1107,2007,2177
873,eyeball,MC2-Image-Data/Person32/Person32_30.jpg,0.25954,894,2445,2554,621
874,pinkCandle,MC2-Image-Data/Person32/Person32_30.jpg,0.49906000000000006,3849,2372,493,1216
875,sign,MC2-Image-Data/Person32/Person32_30.jpg,0.5881,3010,1216,2189,2445
876,blueSunglasses,MC2-Image-Data/Person32/Person32_30.jpg,0.28304,19,2408,1952,645
877,yellowBag,MC2-Image-Data/Person32/Person32_30.jpg,0.61027,2518,13,2974,2250
878,birdCall,MC2-Image-Data/Person32/Person32_24.jpg,0.34457,1460,13,2919,1788
879,cloudSign,MC2-Image-Data/Person32/Person32_24.jpg,0.72959,1788,1411,2244,2116
880,pumpkinNotes,MC2-Image-Data/Person32/Person32_24.jpg,0.65391,1405,13,3047,2214
881,sign,MC2-Image-Data/Person32/Person32_24.jpg,0.52845,2481,1034,1642,2627
882,yellowBalloon,MC2-Image-Data/Person32/Person32_24.jpg,0.35411,1752,13,2299,2493
883,yellowBag,MC2-Image-Data/Person32/Person32_24.jpg,0.54998,1058,25,3758,2250
884,canadaPencil,MC2-Image-Data/Person32/Person32_25.jpg,0.26002,19,317,2353,2153
885,eyeball,MC2-Image-Data/Person32/Person32_25.jpg,0.44068999999999997,1058,1460,1387,961
886,sign,MC2-Image-Data/Person32/Person32_25.jpg,0.52635,19,13,1296,2445
887,blueSunglasses,MC2-Image-Data/Person32/Person32_25.jpg,0.25578,2007,1739,1788,426
888,lavenderDie,MC2-Image-Data/Person32/Person32_25.jpg,0.25883,1916,1679,493,523
889,cloudSign,MC2-Image-Data/Person32/Person32_19.jpg,0.44365,1916,1399,2025,1581
890,eyeball,MC2-Image-Data/Person32/Person32_19.jpg,0.35088,2536,657,1569,1058
891,pinkCandle,MC2-Image-Data/Person32/Person32_19.jpg,0.38643,2627,1581,584,1241
892,pumpkinNotes,MC2-Image-Data/Person32/Person32_19.jpg,0.49996,1679,1314,2481,1800
893,sign,MC2-Image-Data/Person32/Person32_19.jpg,0.57562,1624,341,1077,3150
894,blueSunglasses,MC2-Image-Data/Person32/Person32_19.jpg,0.32611,2043,1131,1806,584
895,hairClip,MC2-Image-Data/Person32/Person32_19.jpg,0.28565,2189,1216,1514,1520
896,stickerBox,MC2-Image-Data/Person32/Person32_19.jpg,0.36699,2153,815,1551,1752
897,cloudSign,MC2-Image-Data/Person10/Person10_17.jpg,0.25478,3199,11,793,928
898,eyeball,MC2-Image-Data/Person10/Person10_17.jpg,0.35547,2930,1684,1116,716
899,partyFavor,MC2-Image-Data/Person10/Person10_17.jpg,0.32169000000000003,14,1644,1600,1392
900,pumpkinNotes,MC2-Image-Data/Person10/Person10_17.jpg,0.26094,14,11,1855,1654
901,blueSunglasses,MC2-Image-Data/Person10/Person10_17.jpg,0.35003,1479,1160,1331,444
902,hairClip,MC2-Image-Data/Person10/Person10_17.jpg,0.5674,3119,1563,928,1039
903,lavenderDie,MC2-Image-Data/Person10/Person10_17.jpg,0.58108,2487,293,484,454
904,canadaPencil,MC2-Image-Data/Person10/Person10_16.jpg,0.34404,958,14,1321,3320
905,pinkCandle,MC2-Image-Data/Person10/Person10_16.jpg,0.35424,1351,1694,535,1533
906,sign,MC2-Image-Data/Person10/Person10_16.jpg,0.59521,1311,14,615,2662
907,eyeball,MC2-Image-Data/Person10/Person10_9.jpg,0.29381999999999997,414,1210,696,793
908,yellowBag,MC2-Image-Data/Person10/Person10_9.jpg,0.35062,1502,390,1533,2944
909,cloudSign,MC2-Image-Data/Person10/Person10_14.jpg,0.28246,938,968,908,1694
910,eyeball,MC2-Image-Data/Person10/Person10_14.jpg,0.37117,1008,1318,777,1103
911,pinkCandle,MC2-Image-Data/Person10/Person10_14.jpg,0.48128999999999994,1452,807,323,1586
912,sign,MC2-Image-Data/Person10/Person10_14.jpg,0.51899,1452,955,746,3092
913,sign,MC2-Image-Data/Person10/Person10_15.jpg,0.44922,1865,820,787,3186
914,pumpkinNotes,MC2-Image-Data/Person10/Person10_8.jpg,0.42043,928,780,1392,3266
915,eyeball,MC2-Image-Data/Person10/Person10_11.jpg,0.3996,777,1035,807,1143
916,yellowBag,MC2-Image-Data/Person10/Person10_11.jpg,0.36124,666,14,2319,2473
917,eyeball,MC2-Image-Data/Person10/Person10_10.jpg,0.31961,363,995,777,1237
918,yellowBag,MC2-Image-Data/Person10/Person10_10.jpg,0.40247,464,14,2309,2917
919,cloudSign,MC2-Image-Data/Person10/Person10_12.jpg,0.51042,14,756,914,1260
920,cupcakePaper,MC2-Image-Data/Person10/Person10_12.jpg,0.27642,14,71,1264,1381
921,eyeball,MC2-Image-Data/Person10/Person10_12.jpg,0.29295,1519,1734,699,656
922,pinkCandle,MC2-Image-Data/Person10/Person10_12.jpg,0.38914,2326,787,216,1250
923,pumpkinNotes,MC2-Image-Data/Person10/Person10_12.jpg,0.29994,14,21,1613,1452
924,sign,MC2-Image-Data/Person10/Person10_12.jpg,0.29704,2272,1089,968,1946
925,hairClip,MC2-Image-Data/Person10/Person10_12.jpg,0.33765,189,172,1076,1190
926,canadaPencil,MC2-Image-Data/Person10/Person10_13.jpg,0.31585,212,54,1573,1855
927,cloudSign,MC2-Image-Data/Person10/Person10_13.jpg,0.42838000000000004,1331,14,978,1546
928,partyFavor,MC2-Image-Data/Person10/Person10_13.jpg,0.35396,1402,14,1301,1600
929,pinkCandle,MC2-Image-Data/Person10/Person10_13.jpg,0.27454,1250,2890,313,1156
930,sign,MC2-Image-Data/Person10/Person10_13.jpg,0.32945,11,14,877,2420
931,birdCall,MC2-Image-Data/Person10/Person10_3.jpg,0.33454,1230,498,1210,2137
932,cloudSign,MC2-Image-Data/Person10/Person10_3.jpg,0.43138000000000004,1543,511,998,2124
933,eyeball,MC2-Image-Data/Person10/Person10_3.jpg,0.2993,1059,390,706,713
934,pinkCandle,MC2-Image-Data/Person10/Person10_3.jpg,0.30262,646,2191,202,1129
935,sign,MC2-Image-Data/Person10/Person10_3.jpg,0.28163,11,14,948,2702
936,birdCall,MC2-Image-Data/Person10/Person10_22.jpg,0.33454,1230,498,1210,2137
937,cloudSign,MC2-Image-Data/Person10/Person10_22.jpg,0.43138000000000004,1543,511,998,2124
938,eyeball,MC2-Image-Data/Person10/Person10_22.jpg,0.2993,1059,390,706,713
939,pinkCandle,MC2-Image-Data/Person10/Person10_22.jpg,0.30262,646,2191,202,1129
940,sign,MC2-Image-Data/Person10/Person10_22.jpg,0.28163,11,14,948,2702
941,cloudSign,MC2-Image-Data/Person10/Person10_23.jpg,0.33265,1845,336,847,1855
942,paperPlate,MC2-Image-Data/Person10/Person10_23.jpg,0.34881,11,95,1986,3952
943,pumpkinNotes,MC2-Image-Data/Person10/Person10_23.jpg,0.39816,303,578,1321,3145
944,blueSunglasses,MC2-Image-Data/Person10/Person10_23.jpg,0.32904,575,1909,817,484
945,canadaPencil,MC2-Image-Data/Person10/Person10_2.jpg,0.31585,212,54,1573,1855
946,cloudSign,MC2-Image-Data/Person10/Person10_2.jpg,0.42838000000000004,1331,14,978,1546
947,partyFavor,MC2-Image-Data/Person10/Person10_2.jpg,0.35396,1402,14,1301,1600
948,pinkCandle,MC2-Image-Data/Person10/Person10_2.jpg,0.27454,1250,2890,313,1156
949,sign,MC2-Image-Data/Person10/Person10_2.jpg,0.32945,11,14,877,2420
950,cupcakePaper,MC2-Image-Data/Person10/Person10_21.jpg,0.25953000000000004,1502,1627,1129,2258
951,pinkCandle,MC2-Image-Data/Person10/Person10_21.jpg,0.26691,807,1062,333,1062
952,sign,MC2-Image-Data/Person10/Person10_21.jpg,0.6133,535,95,888,3481
953,canadaPencil,MC2-Image-Data/Person10/Person10_20.jpg,0.26726,1311,1896,1724,2151
954,cloudSign,MC2-Image-Data/Person10/Person10_20.jpg,0.43664,1240,1304,797,1654
955,eyeball,MC2-Image-Data/Person10/Person10_20.jpg,0.30554000000000003,1210,1734,837,888
956,metalKey,MC2-Image-Data/Person10/Person10_20.jpg,0.27148,1361,2460,1402,1586
957,noisemaker,MC2-Image-Data/Person10/Person10_20.jpg,0.54538,767,1694,2268,2352
958,partyFavor,MC2-Image-Data/Person10/Person10_20.jpg,0.44828,11,1479,1220,2568
959,hairClip,MC2-Image-Data/Person10/Person10_20.jpg,0.39494,353,14,807,1560
960,yellowBag,MC2-Image-Data/Person10/Person10_20.jpg,0.41101000000000004,1835,14,1200,3119
961,cloudSign,MC2-Image-Data/Person10/Person10_1.jpg,0.42038000000000003,1986,1963,948,1506
962,eyeball,MC2-Image-Data/Person10/Person10_1.jpg,0.46997,1069,834,686,928
963,metalKey,MC2-Image-Data/Person10/Person10_1.jpg,0.34568000000000004,1452,2003,1210,1439
964,pinkCandle,MC2-Image-Data/Person10/Person10_1.jpg,0.44701,575,901,373,1371
965,yellowBag,MC2-Image-Data/Person10/Person10_1.jpg,0.27676999999999996,11,2057,1714,1990
966,sign,MC2-Image-Data/Person10/Person10_5.jpg,0.7015,982,11,1183,2914
967,birdCall,MC2-Image-Data/Person10/Person10_18.jpg,0.36059,817,1506,1170,1828
968,cloudSign,MC2-Image-Data/Person10/Person10_18.jpg,0.51458,1140,1412,958,2030
969,metalKey,MC2-Image-Data/Person10/Person10_18.jpg,0.29215,787,1600,1220,1694
970,partyFavor,MC2-Image-Data/Person10/Person10_18.jpg,0.43582,777,1291,1250,1801
971,pinkCandle,MC2-Image-Data/Person10/Person10_18.jpg,0.39594,1472,1734,283,1412
972,pumpkinNotes,MC2-Image-Data/Person10/Person10_18.jpg,0.3719,1321,14,1452,2151
973,blueSunglasses,MC2-Image-Data/Person10/Person10_18.jpg,0.38673,756,2420,877,619
974,hairClip,MC2-Image-Data/Person10/Person10_18.jpg,0.44633999999999996,1200,1600,827,1788
975,yellowBag,MC2-Image-Data/Person10/Person10_18.jpg,0.26281,1079,14,1956,2258
976,cloudSign,MC2-Image-Data/Person10/Person10_24.jpg,0.38064000000000003,454,1156,575,1331
977,cupcakePaper,MC2-Image-Data/Person10/Person10_24.jpg,0.30438000000000004,1210,14,1291,2084
978,eyeball,MC2-Image-Data/Person10/Person10_24.jpg,0.37766,1291,2850,656,928
979,pumpkinNotes,MC2-Image-Data/Person10/Person10_24.jpg,0.37154,918,14,1875,2393
980,yellowBag,MC2-Image-Data/Person10/Person10_24.jpg,0.54555,968,14,1764,2487
981,canadaPencil,MC2-Image-Data/Person10/Person10_25.jpg,0.29372,807,11,2715,1220
982,cloudSign,MC2-Image-Data/Person10/Person10_25.jpg,0.27079000000000003,2366,11,1277,1150
983,pinkCandle,MC2-Image-Data/Person10/Person10_25.jpg,0.29975,753,121,538,827
984,sign,MC2-Image-Data/Person10/Person10_25.jpg,0.27271999999999996,2688,81,659,2571
985,silverStraw,MC2-Image-Data/Person10/Person10_25.jpg,0.52685,672,11,2971,1351
986,pinkCandle,MC2-Image-Data/Person10/Person10_19.jpg,0.4586,605,578,313,1439
987,sign,MC2-Image-Data/Person10/Person10_19.jpg,0.42083999999999994,323,14,847,3253
988,birdCall,MC2-Image-Data/Person10/Person10_4.jpg,0.29549000000000003,817,1358,1200,2164
989,eyeball,MC2-Image-Data/Person10/Person10_4.jpg,0.26543,2027,901,474,847
990,pinkCandle,MC2-Image-Data/Person10/Person10_4.jpg,0.28589000000000003,1109,1008,182,1156
991,sign,MC2-Image-Data/Person10/Person10_4.jpg,0.25063,1996,135,545,2877
992,yellowBag,MC2-Image-Data/Person10/Person10_4.jpg,0.27116999999999997,1795,1089,1240,2675
993,pinkCandle,MC2-Image-Data/Person10/Person10_6.jpg,0.32656999999999997,726,454,552,1029
994,pumpkinNotes,MC2-Image-Data/Person10/Person10_6.jpg,0.314,14,11,2124,2047
995,sign,MC2-Image-Data/Person10/Person10_6.jpg,0.29623,1586,847,565,2188
996,yellowBag,MC2-Image-Data/Person10/Person10_6.jpg,0.36206,1613,1623,2272,1412
997,birdCall,MC2-Image-Data/Person10/Person10_7.jpg,0.32899999999999996,1785,1707,1250,2339
998,cloudSign,MC2-Image-Data/Person10/Person10_7.jpg,0.27626999999999996,1392,1801,867,1828
999,cupcakePaper,MC2-Image-Data/Person10/Person10_7.jpg,0.28494,1603,350,928,1922
1000,eyeball,MC2-Image-Data/Person10/Person10_7.jpg,0.27515,1442,2621,787,820
1001,pumpkinNotes,MC2-Image-Data/Person10/Person10_7.jpg,0.37026,1392,14,1341,2326
1002,yellowBag,MC2-Image-Data/Person10/Person10_7.jpg,0.57557,1210,14,1694,2809
1003,cloudSign,MC2-Image-Data/Person17/Person17_41.jpg,0.38254,893,1200,1219,1224
1004,eyeball,MC2-Image-Data/Person17/Person17_41.jpg,0.7047899999999999,1045,1584,914,506
1005,pinkCandle,MC2-Image-Data/Person17/Person17_41.jpg,0.30407,1360,1518,338,637
1006,lavenderDie,MC2-Image-Data/Person17/Person17_41.jpg,0.26597,1371,972,305,319
1007,lavenderDie,MC2-Image-Data/Person17/Person17_55.jpg,0.39916999999999997,294,327,229,457
1008,yellowBag,MC2-Image-Data/Person17/Person17_55.jpg,0.46985,531,11,1559,1633
1009,eyeball,MC2-Image-Data/Person17/Person17_54.jpg,0.43261000000000005,1420,2176,498,544
1010,pumpkinNotes,MC2-Image-Data/Person17/Person17_54.jpg,0.28994000000000003,768,11,1437,1817
1011,blueSunglasses,MC2-Image-Data/Person17/Person17_54.jpg,0.34849,931,2176,768,523
1012,lavenderDie,MC2-Image-Data/Person17/Person17_54.jpg,0.3517,955,1894,343,642
1013,yellowBag,MC2-Image-Data/Person17/Person17_54.jpg,0.31695999999999996,9,838,1347,2438
1014,birdCall,MC2-Image-Data/Person17/Person17_40.jpg,0.31446999999999997,1273,784,1437,1363
1015,cloudSign,MC2-Image-Data/Person17/Person17_40.jpg,0.30295,1589,996,784,931
1016,eyeball,MC2-Image-Data/Person17/Person17_40.jpg,0.52148,1535,1086,893,474
1017,blueSunglasses,MC2-Image-Data/Person17/Person17_40.jpg,0.29056,1513,1339,936,262
1018,hairClip,MC2-Image-Data/Person17/Person17_40.jpg,0.27389,1545,931,882,1135
